Student_ID,Name,Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
532,Robin Wilson,17,Female,North Kevin,8th,3.9,8.0,67,9,2.4,8,1,7,0,0.4,133,17,1.8,2.1,0.2,Gaming,6,5.8,9.9,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,Medium
533,Brooke Horn,17,Other,North Joseph,9th,3.9,6.6,72,7,0.1,5,1,7,1,1.0,78,8,2.1,0.5,0.0,Other,9,6.1,6.4,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,Medium
534,Morgan Johnson,16,Male,Anthonybury,7th,3.8,4.8,53,6,1.9,6,1,7,0,0.8,29,7,1.9,1.4,0.0,Browsing,5,4.7,6.7,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,Medium
535,Melissa Gordon,15,Male,Julieshire,11th,2.2,5.1,65,5,2.3,5,4,2,0,0.8,148,12,2.5,1.2,1.1,Social Media,4,7.7,8.7,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,High
536,Heather Gonzalez DDS,17,Female,East Samuelland,8th,3.2,3.0,76,7,1.4,10,4,10,1,1.7,39,17,2.8,1.7,0.2,Other,4,6.5,10.0,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,High
537,Matthew Dillon,13,Male,Omarview,11th,6.1,8.0,50,5,0.8,7,2,2,0,1.1,22,14,1.0,1.6,1.4,Browsing,7,5.9,7.9,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,High
538,Megan Morales,13,Male,Ashleystad,9th,7.6,7.2,86,3,1.8,10,3,9,1,1.4,117,10,1.9,1.7,0.7,Education,5,7.5,10.0,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,Medium
539,Lisa Gibson,17,Male,Lake Georgeton,10th,4.5,7.3,91,5,0.8,8,1,8,1,1.3,135,13,2.7,2.4,1.4,Other,4,6.7,10.0,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,High
540,Melanie Hughes,18,Other,South Jillmouth,8th,5.9,4.9,57,5,0.2,6,1,2,0,1.3,21,19,2.0,2.8,0.3,Gaming,9,7.9,10.0,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,Medium
541,Seth Martinez,15,Other,Drakeland,12th,2.2,10.0,62,6,1.7,1,1,10,1,1.6,46,14,4.1,3.6,1.3,Education,5,5.2,8.6,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,High
542,Anne Chavez,15,Male,North Jeffreyhaven,12th,5.3,5.7,56,3,0.0,7,5,6,1,0.6,104,9,2.0,1.3,1.5,Gaming,10,6.9,9.6,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,Medium
543,Patrick Jenkins,18,Other,Lake Rachael,9th,3.4,5.6,93,2,1.7,9,3,7,0,1.0,56,15,3.0,2.1,1.2,Browsing,1,4.8,9.8,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,Medium
544,Michael Davis,14,Female,East Ronald,8th,6.6,5.1,93,10,0.4,2,3,3,1,0.4,117,7,2.9,3.0,1.5,Social Media,10,6.5,10.0,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,Medium
545,Sharon Kelly,15,Other,North Michael,7th,6.0,3.0,88,7,0.3,9,10,2,1,0.7,27,8,3.0,1.2,1.1,Browsing,8,4.7,10.0,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,High
546,Mr. Brian Huber,18,Male,New Robert,10th,4.7,4.6,73,8,0.7,9,10,1,1,0.8,65,15,3.7,1.0,1.3,Social Media,4,7.0,10.0,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,High
547,Rachel Diaz,15,Male,Stephenview,12th,5.7,5.4,93,8,0.9,9,10,6,0,0.9,71,12,2.9,0.0,0.0,Other,4,4.2,9.7,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,High
548,Willie Silva,19,Other,East Stephaniehaven,7th,3.2,3.6,72,1,0.0,4,2,3,1,1.5,57,8,3.9,2.1,1.0,Gaming,1,6.2,10.0,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,Medium
549,Melissa Anderson,19,Other,Pierceburgh,7th,2.4,5.6,80,7,1.9,8,7,4,1,1.9,102,11,3.1,1.7,1.1,Other,5,5.7,8.6,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,High
550,Jennifer Cantrell,13,Female,Wallaceville,10th,4.2,6.0,87,3,1.2,5,7,3,0,0.0,22,7,2.8,1.1,1.5,Other,7,10.6,6.9,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,Medium
551,Daniel Stephenson,15,Other,Nicolefort,8th,7.2,8.4,56,8,0.2,1,8,9,1,1.5,72,14,2.2,3.0,0.1,Other,8,6.0,10.0,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,High
552,Joyce Johnson,15,Male,East Earl,12th,4.6,6.7,73,8,0.2,1,10,1,1,1.7,51,7,2.6,0.0,1.0,Browsing,4,11.8,6.3,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,Medium
553,Patrick Robinson,17,Male,Washingtonchester,12th,1.1,7.0,58,9,1.1,4,5,3,0,0.8,135,10,2.4,3.3,2.1,Gaming,6,6.6,8.0,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,Medium
554,Debbie Alexander,17,Male,New Josephhaven,7th,4.5,4.4,86,9,1.6,9,10,4,0,1.8,46,13,3.6,0.6,1.5,Other,1,7.7,10.0,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,Medium
555,Nathaniel Fleming,16,Other,Port Julieburgh,12th,1.9,6.2,58,0,1.9,2,9,10,1,1.6,32,14,2.9,3.4,0.0,Education,7,3.6,8.5,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,High
556,Eddie Maynard,15,Male,West Tylerside,10th,4.1,8.5,91,9,0.8,6,2,5,0,0.0,49,15,2.2,1.3,1.9,Social Media,9,4.7,7.3,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,High
557,Ashley Cowan,16,Other,New Barbara,12th,7.3,8.1,58,9,0.0,9,9,4,0,0.9,39,18,3.0,0.0,1.9,Education,1,6.3,10.0,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,High
558,Marcus Meyer,17,Other,North Laura,10th,9.1,4.7,59,3,1.7,1,10,6,0,0.9,135,19,2.2,2.8,0.6,Education,2,6.7,10.0,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,Medium
559,Kathryn Miller,15,Female,Danielville,12th,4.8,7.8,62,10,2.4,7,6,6,1,0.6,52,12,2.3,2.0,1.5,Other,4,4.1,8.6,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,High
560,Rachel Mills,13,Other,Melissaside,8th,5.9,7.5,98,5,1.7,1,4,2,0,1.8,108,18,1.1,0.3,0.3,Gaming,3,5.6,9.3,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,Medium
561,Maurice Jones,19,Female,Jeffreyburgh,9th,4.1,4.2,83,2,0.2,9,7,3,0,0.7,101,6,2.3,0.6,0.1,Social Media,8,8.5,8.1,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,High
562,Jennifer Watson,18,Other,North Christie,9th,1.5,8.6,60,8,1.5,3,8,8,0,1.8,119,15,4.3,3.2,2.2,Browsing,8,3.2,10.0,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,Medium
563,Barbara Joseph,19,Male,West Martin,8th,5.4,4.7,91,2,1.9,4,10,1,1,1.1,126,13,5.0,1.4,2.6,Social Media,3,3.8,10.0,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,Medium
564,Derek Boyd,17,Male,East Valerieberg,12th,2.3,7.1,64,5,0.7,4,5,8,1,1.5,140,18,2.7,0.4,0.6,Other,1,4.5,8.2,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,Medium
565,Terri Ruiz,19,Female,Bonillaborough,7th,5.0,6.5,55,7,1.2,8,9,7,1,1.1,32,9,1.8,3.3,0.0,Gaming,3,6.4,9.3,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,High
566,Mr. Zachary Randall,17,Male,East Colleenburgh,10th,4.2,7.9,67,3,0.7,9,7,1,1,0.8,56,19,2.4,1.0,0.7,Social Media,10,7.4,8.6,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,High
567,Mrs. Sarah Adams,15,Female,Donaldtown,12th,0.2,5.4,78,4,1.0,9,8,4,0,1.5,102,14,1.6,0.3,0.4,Social Media,2,7.7,4.2,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,High
568,Olivia Walker,15,Male,Christinestad,9th,8.6,7.4,68,1,1.3,5,5,9,0,0.5,31,5,3.9,2.7,1.5,Browsing,7,4.4,10.0,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,Medium
569,Maurice Burns,18,Female,East Elizabethtown,10th,4.2,7.0,96,6,0.9,5,9,7,1,0.4,128,8,1.4,1.0,0.7,Social Media,9,8.1,7.3,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,High
570,Danny Griffin,19,Other,Jeffreytown,10th,4.3,6.0,59,8,0.0,10,2,8,1,0.6,20,19,3.4,2.3,1.6,Gaming,3,6.5,10.0,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,Medium
571,Ivan Dillon,17,Female,Danieltown,7th,5.4,5.1,75,10,0.3,2,2,7,0,1.0,66,19,2.6,0.8,1.6,Social Media,3,2.8,10.0,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,High
572,Charles Hendricks,13,Male,Danielfort,9th,6.3,5.3,82,7,0.5,3,6,8,1,0.4,45,19,2.5,3.0,0.2,Browsing,1,3.7,10.0,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,Medium
573,Robert Bond,17,Male,Harttown,9th,7.2,8.4,97,4,1.7,9,4,5,1,1.2,33,11,2.4,4.0,1.6,Other,5,4.8,10.0,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,High
574,Michelle Sweeney,13,Female,West Caitlynview,7th,6.7,6.6,68,5,0.1,3,3,5,1,1.4,134,14,2.6,2.0,1.6,Other,8,4.8,10.0,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,High
575,Timothy Williams,16,Female,West Christina,9th,7.3,7.1,84,1,0.5,4,2,10,1,1.5,92,13,2.9,2.3,1.0,Other,10,6.0,10.0,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,Medium
576,Karen Bailey,14,Female,West Karinafurt,7th,5.2,5.3,80,9,0.8,10,2,8,1,1.1,80,14,4.4,3.2,1.8,Gaming,8,8.8,10.0,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,High
577,Maxwell Garza,18,Female,Port Jennifer,8th,5.7,9.9,91,9,0.8,5,7,7,0,0.9,29,14,1.4,2.8,1.5,Education,3,9.2,8.3,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,High
578,Kenneth Gray,16,Other,North Johnny,12th,4.6,8.8,96,1,1.5,3,8,9,1,1.0,25,14,1.3,2.3,1.2,Social Media,2,5.0,7.1,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,High
579,Grace Zimmerman,16,Male,East Larrychester,9th,3.0,7.8,62,4,0.0,2,7,6,1,0.6,36,14,1.7,2.0,0.6,Browsing,8,10.6,6.3,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,Medium
580,Tara Berry,13,Female,New Ian,7th,3.1,6.8,53,10,1.4,2,7,9,1,0.4,33,15,2.6,1.4,1.1,Other,9,6.8,7.4,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,Medium
581,Steven Gardner,13,Female,Port Kimberly,10th,4.3,6.5,88,4,0.4,1,4,7,1,1.7,82,9,4.1,2.0,1.3,Other,7,2.8,10.0,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,High
582,Courtney Adams,18,Male,Manuelhaven,10th,4.4,7.0,76,8,0.7,2,7,5,0,1.4,111,20,4.8,1.4,1.0,Other,8,5.7,10.0,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,Medium
583,Julia Rogers,16,Female,Desireeland,8th,10.5,8.0,97,10,2.2,7,9,8,0,1.0,128,16,1.9,0.0,0.9,Social Media,10,3.7,10.0,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,High
584,Margaret Williams,16,Male,Michelleton,9th,2.1,7.6,95,10,1.4,9,4,10,1,1.1,145,11,1.0,1.5,1.0,Education,4,0.9,5.9,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,High
585,Mariah Walsh,18,Other,East Matthew,10th,5.4,4.2,80,10,0.7,10,5,6,1,1.0,129,20,3.9,1.4,0.3,Education,3,5.3,10.0,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,Medium
586,Eric Williams,13,Other,East Elizabeth,7th,4.4,5.2,72,10,1.4,1,9,10,1,0.0,145,13,2.6,0.8,1.8,Other,2,3.3,10.0,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,High
587,Lauren Martinez,14,Male,Smithport,10th,1.9,4.6,56,1,2.6,6,6,1,0,1.0,101,15,2.1,2.4,1.8,Browsing,6,7.0,9.1,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,Medium
588,Deborah Goodman,15,Other,Eatonton,7th,6.4,5.8,86,9,0.4,5,6,1,0,0.7,101,14,2.7,1.3,1.7,Browsing,1,5.1,10.0,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,High
589,Joseph Arnold,16,Other,Ernestburgh,8th,4.9,7.1,66,7,2.1,10,1,6,0,0.6,40,18,4.3,3.1,1.2,Browsing,4,5.2,10.0,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,Medium
590,Kristina Morgan,16,Female,Annstad,12th,4.3,7.3,95,9,2.1,4,3,3,1,0.7,130,16,3.8,0.6,2.5,Browsing,7,6.2,10.0,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,High
591,Mckenzie Ball,17,Female,North Billyhaven,9th,6.1,6.6,52,10,0.9,7,4,1,0,0.9,39,18,3.6,1.1,1.0,Education,2,4.1,10.0,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,High
592,Joseph Rodgers,19,Male,Lake Rachelville,7th,3.9,7.7,58,9,0.0,4,7,7,1,0.9,51,16,2.7,1.4,0.8,Education,9,3.4,8.4,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,Medium
593,Dustin Wood,17,Male,Andrewside,12th,6.2,8.3,59,2,1.0,3,1,9,0,0.8,123,16,2.7,2.1,0.8,Gaming,9,7.5,10.0,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,High
594,Katherine Estrada,19,Other,Mooreburgh,7th,3.2,4.2,67,5,0.1,7,2,3,1,1.5,89,9,3.1,1.1,0.9,Other,9,0.7,8.9,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,High
595,Rachael Brown,16,Female,Port Tommyview,12th,3.9,6.3,59,2,0.7,5,2,2,1,1.2,120,18,5.0,4.0,2.5,Education,10,4.3,10.0,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,High
596,Brian Alvarez,16,Female,Hartland,11th,9.1,5.8,99,8,2.2,4,7,1,0,1.7,36,16,2.2,2.6,0.0,Social Media,9,7.6,10.0,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,High
597,Brittney Myers,17,Male,Nicolechester,10th,2.8,6.4,68,10,0.0,1,7,5,0,1.3,108,17,1.9,0.9,0.6,Social Media,1,4.4,8.0,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,Medium
598,Kenneth Rios,18,Male,Sierraville,12th,8.0,7.5,76,5,0.0,2,4,3,1,0.6,83,9,3.4,1.3,0.7,Social Media,8,5.9,10.0,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,High
599,Steven Hill,19,Other,Patrickberg,8th,6.7,5.9,72,1,1.1,1,3,10,0,1.6,75,16,2.3,2.7,0.3,Education,5,9.3,10.0,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,Medium
600,Mitchell Kline,15,Other,Nicolehaven,10th,5.7,6.7,74,5,1.1,1,6,10,0,1.7,54,5,2.1,3.9,1.0,Gaming,8,4.9,10.0,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,High
601,Shannon Ford,17,Male,Gonzalezport,11th,7.0,7.0,98,3,1.8,5,1,5,1,0.4,119,15,2.3,1.8,1.9,Social Media,5,5.6,10.0,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,High
602,Charlotte Hudson,16,Other,Jamestown,9th,7.4,5.4,80,10,0.6,3,9,2,1,0.8,148,19,4.0,0.6,0.5,Other,6,6.2,10.0,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,Medium
603,Teresa Thompson,16,Male,Robertville,10th,6.8,4.6,87,3,0.0,2,4,6,1,1.1,55,6,4.9,2.2,0.8,Gaming,9,5.6,10.0,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,High
604,Linda Matthews,19,Female,Millerport,7th,8.1,6.9,78,4,0.0,4,1,4,0,0.2,103,12,1.7,1.2,0.4,Other,2,6.8,10.0,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,Medium
605,Gregory Washington,15,Other,Hollymouth,10th,4.7,6.8,86,8,1.1,4,2,4,1,0.4,105,5,1.8,0.9,0.7,Browsing,7,4.6,7.1,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,High
606,Matthew Miles,14,Male,West Andrewchester,8th,7.5,7.8,71,9,0.2,9,7,1,0,1.3,22,8,1.0,0.1,1.5,Browsing,8,9.0,6.7,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,Medium
607,Judith Snyder,13,Male,Kimberlyfurt,10th,3.7,5.8,67,8,1.5,8,1,5,0,1.0,60,20,2.7,1.0,1.5,Social Media,10,8.6,9.7,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,High
608,Scott Ramirez,14,Female,Williamsbury,7th,5.3,3.4,83,1,0.6,3,6,4,0,1.9,144,12,2.2,1.6,1.1,Browsing,7,4.9,10.0,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,High
609,Alfred Crawford,17,Other,West Eric,11th,5.2,7.8,75,8,4.0,5,9,4,1,1.4,134,15,1.5,1.8,0.2,Other,6,5.7,10.0,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,Medium
610,Jose Williams,16,Female,North David,8th,2.4,4.2,53,10,1.1,4,7,4,0,0.8,108,10,1.9,1.6,1.1,Browsing,8,3.9,8.0,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,High
611,Jerry Acosta,18,Other,Allenborough,11th,0.5,5.3,89,8,1.3,10,9,4,0,0.4,43,5,1.7,1.0,1.1,Social Media,1,5.3,2.4,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,High
612,Lori Henry,16,Male,East Janettown,8th,7.6,7.9,87,4,0.2,9,3,4,1,0.6,146,14,2.8,1.1,1.9,Education,2,6.4,10.0,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,High
613,Darin Macias,14,Female,Swansonbury,9th,7.0,7.1,52,2,0.8,9,4,5,1,1.3,148,6,3.4,0.1,1.2,Browsing,10,5.7,10.0,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,Medium
614,Dennis Mcneil,19,Female,Harrisport,8th,3.6,7.8,59,9,0.3,1,7,1,1,1.7,85,16,4.0,1.2,0.7,Other,5,8.1,9.8,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,High
615,Susan Martinez,17,Other,Ronaldbury,10th,6.2,6.3,67,8,1.7,9,6,9,1,1.6,47,20,0.0,1.1,0.5,Education,6,6.2,9.1,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,High
616,Christopher Jackson,16,Male,South Nicoleside,11th,8.3,6.9,97,0,0.8,7,9,2,0,1.3,70,7,2.7,1.9,0.8,Gaming,4,3.7,10.0,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,Medium
617,Grant Salinas,15,Female,East Jonathon,11th,6.6,5.9,65,2,1.1,2,7,4,0,0.9,113,16,2.4,2.0,0.7,Other,3,7.0,10.0,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,High
618,Megan Williams,13,Female,Lake Johnfort,7th,6.7,5.2,75,6,2.0,8,4,7,0,0.1,122,16,2.6,1.7,0.5,Other,4,4.2,10.0,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,High
619,Margaret Martinez,14,Male,East Lisabury,7th,4.7,7.9,82,8,0.7,4,6,7,1,1.0,39,15,3.2,2.0,1.0,Education,5,5.5,9.7,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,Medium
620,Monica Lara,16,Female,Jennybury,8th,5.5,5.3,93,1,0.9,5,10,8,1,0.6,44,18,2.0,0.6,1.1,Browsing,10,5.9,9.9,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,High
621,Andrea Davis,19,Female,Port Eric,10th,4.9,5.9,88,8,0.9,4,8,1,0,1.3,21,20,3.6,0.7,0.5,Education,9,4.6,10.0,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,Medium
622,Brian Garcia,15,Female,Port Jenna,7th,6.7,6.5,56,2,0.8,3,7,8,0,1.1,72,5,2.8,1.2,0.0,Social Media,3,5.1,9.9,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,High
623,Mitchell York,18,Female,Audreyburgh,7th,7.3,6.6,50,4,2.5,9,10,7,1,1.0,35,15,2.7,0.8,1.0,Education,4,4.5,10.0,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,Medium
624,Brandon Chandler,17,Other,New Michelleport,10th,4.7,5.0,89,9,0.2,9,2,10,1,0.9,39,8,2.5,1.6,0.7,Browsing,2,5.7,8.7,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,High
625,Tyrone Perkins,14,Male,Bettyburgh,11th,5.3,6.8,84,3,1.0,6,4,1,1,1.5,106,11,1.9,1.7,1.4,Social Media,5,6.2,9.8,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,High
626,David Frost,13,Other,West Josephborough,10th,7.3,8.1,76,0,2.4,1,1,5,1,1.5,51,8,1.9,1.5,1.6,Social Media,2,4.9,9.3,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,Medium
627,Jessica Jones,15,Other,Smithberg,7th,5.5,5.3,69,0,0.0,1,7,1,1,0.0,45,12,1.9,1.3,0.9,Social Media,9,6.6,9.4,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,High
628,John Garcia,14,Male,North Thomasview,8th,2.6,7.2,73,3,0.6,8,9,1,0,0.0,107,9,4.6,1.5,1.4,Education,8,5.9,9.0,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,High
629,Louis Robinson,13,Male,North Jerry,7th,2.4,7.1,52,1,2.3,5,4,7,0,0.5,81,18,2.4,0.7,0.7,Browsing,1,3.5,7.2,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,High
630,Makayla Parker,13,Male,North Christopher,12th,4.3,5.8,100,10,0.4,2,1,9,1,0.9,126,15,3.4,1.3,1.2,Other,8,5.0,10.0,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,Medium
631,Brooke Gay,13,Female,South Richard,12th,1.1,6.8,77,9,1.9,3,9,4,1,1.6,38,19,4.2,3.8,0.0,Education,2,3.7,10.0,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,High
632,Jason Whitaker,16,Female,Shawntown,9th,5.7,8.6,55,0,0.3,5,6,5,1,1.3,121,6,2.0,2.1,1.7,Other,4,4.4,9.1,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,High
633,Mary Warner,14,Other,Huntland,12th,6.9,7.9,52,4,3.3,10,2,5,1,0.9,92,10,3.3,1.8,0.9,Social Media,4,7.9,10.0,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,Medium
634,James Garcia,15,Other,North Sydney,9th,2.9,5.9,92,4,1.2,5,9,6,1,0.8,45,6,2.1,0.1,1.3,Browsing,4,4.3,4.2,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,High
635,Patrick Flowers,15,Female,New Michael,12th,4.6,7.4,60,2,0.0,3,9,4,1,0.3,150,6,3.6,2.5,1.9,Social Media,4,3.7,10.0,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,High
636,Stephanie Diaz,15,Other,Mariahport,11th,5.3,5.9,96,2,0.9,8,3,8,0,0.9,51,15,4.4,1.3,0.2,Gaming,5,10.2,10.0,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,Medium
637,Megan Hill,14,Male,West Maryland,9th,3.9,3.7,85,8,0.7,8,2,6,1,1.1,39,19,2.1,1.9,0.8,Browsing,2,6.2,10.0,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,High
638,James Sullivan,13,Male,West Austinchester,7th,5.1,5.5,80,10,1.7,6,6,6,1,0.9,77,6,3.7,1.2,1.0,Browsing,2,4.8,10.0,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,Medium
639,Robert Estes,16,Female,Hahnborough,7th,4.0,5.1,79,10,0.9,8,9,1,1,2.0,81,17,2.5,2.0,1.0,Gaming,2,6.0,10.0,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,High
